HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI
'E33054A,*U75,3028,(24/0-0-0-0 [0-0] ),,PP,48FO - 170m,JSO203,A,,,,,8 HPs,VDF-PEN15-JSO203-95002,VDF-PEN15-JSO203-95010
