HANDLE,BLOCKNAME,JSO_PDO,CABO_CAP_COP,JSO,CABO_PRIMARIO,MODELO,MORADA,CONDUTA,FACHADA,AÉREO,C/A/F,CABO_PRI_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2,CABO_SEC_SAI3,CABO_SEC_SAI4,CABO_SEC_SAI5,CABO_SEC_SAI6
'E32BEE2,*U71,JSO203,72FO - 540m,JSO203,VDF-PEN15-95000,,,,,,,VDF-PEN15-95025,VDF-PEN15-JSO203-95003,VDF-PEN15-JSO203-95004,VDF-PEN15-JSO203-95005,VDF-PEN15-JSO203-95001,VDF-PEN15-JSO203-95002,VDF-PEN15-JSO203-95006
