HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JS0,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E3C9DC6,*U192,3170,(24/0-0-0-0 [0-0] ),,PP,12FO - 410m,JSO213,A,,,,,10 HPs,VDF-PEN15-JSO213-95012
