HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2,CABO_SEC_SAI3
'E3BD9BD,*U182,3160,(24/0-0-0-0 [0-0] ),,PP,96FO - 330m,JSO213,A,,,,,7 HPs,VDF-PEN15-JSO213-95003,VDF-PEN15-JSO213-95006,VDF-PEN15-JSO213-95007,VDF-PEN15-JSO213-95005
