HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1
'E3B8F34,*U178,3156,(24/0-0-0-0 [0-0] ),,PP,48FO - 195m,JSO213,A,,,,,8 HPs,VDF-PEN15-JSO213-95011,VDF-PEN15-JSO213-95012
