HANDLE,BLOCKNAME,JSO_PDO,CABO_CAP_COP,JSO,CABO_PRI_ENT,MODELO,MORADA,CONDUTA,FACHADA,AÉREO,C/A/F,CABO_SEC_SAI1,CABO_SEC_SAI2,CABO_SEC_SAI3
'E33F2B1,*U83,JSO204,72FO - 515m,JSO204,VDF-PEN15-95017,,,,,,,VDF-PEN15-JSO204-95001,VDF-PEN15-JSO204-95003,VDF-PEN15-JSO204-95002
