HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,C ABO_SEC_ENT
'E39333C,*U150,3114,(24/0-0-0-0 [0-0] ),,PP,12FO - 90m,JSO210,A,,,,,12 HPs,VDF-PEN15-JSO210-95014
