HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI
'E398EDD,*U153,3120,(24/0-0-0-0 [0-0] ),,PP,24FO - 215m,JSO210,A,,,,,8 HPs,VDF-PEN15-JSO210-95004,VDF-PEN15-JSO210-95012
