HANDLE,BLOCKNAME,JSO_PDO,CABO_CAP_COP,JSO,CABO_PRIMARIO,MODELO,MORADA,CONDUTA,FACHADA,AÉREO,C/A/F,CABO_SEC_SAI1,CABO_SEC_SAI2,CABO_SEC_SAI3,CABO_SEC_SAI4
'E3EBF91,*U214,JSO215,144FO - 1805m,JSO215,VDF-PEN15-95000,,,,,,,VDF-PEN15-JSO215-95003,VDF-PEN15-JSO215-95001,VDF-PEN15-JSO215-95002,VDF-PEN15-JSO215-95004
