HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1
'E40291B,*U231,3197,(24/0-0-0-0 [0-0] ),,PP,48FO - 185m,JSO215,A,,,,,12 HPs,VDF-PEN15-JSO215-95001,VDF-PEN15-JSO215-95005
