HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E3F932E,*U224,3191,(24/0-0-0-0 [0-0] ),,PP,48FO - 10m,JSO215,A,,,,,10 HPs,VDF-PEN15-JSO215-95006,VDF-PEN15-JSO215-95011,VDF-PEN15-JSO215-95008
