HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E403EA4,*U232,3198,(24/0-0-0-0 [0-0] ),,PP,12FO - 205m,JSO215,A,,,,,12 HPs,VDF-PEN15-JSO215-95004
