HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E40540E,*U233,3199,(24/0-0-0-0 [0-0] ),,PP,12FO - 80m,JSO215,A,,,,,8 HPs,VDF-PEN15-JSO215-95018
