HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1
'E361299,*U114,3076,(24/0-0-0-0 [0-0] ),,PP,48FO - 155m,JSO207,A,,,,,8 HPs,VDF-PEN15-JSO207-95007,VDF-PEN15-JSO207-95009
