HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2,CABO_SEC_SAI3
'E31960C,*U58,3012,(24/0-0-0-0 [0-0] ),,PP,96FO - 250m,JSO202,A,,,,,12 HPs,VDF-PEN15-JSO202-95004,VDF-PEN15-JSO202-95006,VDF-PEN15-JSO202-95007,VDF-PEN15-JSO202-95008
