HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E30F078,*U49,3002,(24/0-0-0-0 [0-0] ),,PP,24FO - 255m,JSO201,A,,,,,5 HPs,VDF-PEN15-JSO201-95002,VDF-PEN15-JSO201-95006,VDF-PEN15-JSO201-95007
