HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E40E96E,*U250,3006,(24/0-0-0-0 [0-0] ),,PP,12FO - 125m,JSO202,A,,,,,6 HPs,VDF-PEN15-JSO201-95003
