HANDLE,BLOCKNAME,JSO_PDO,CABO_CAP_COP,JSO,CABO_PRI_ENT,MODELO,MORADA,CONDUTA,FACHADA,AÉREO,C/A/F,CABO_SEC_SAI1,CABO_SEC_SAI2,CABO_SEC_SAI3
'E345A5B,*U89,JSO205,72FO - 890m,JSO205,VDF-PEN15-95014,,,,,,,VDF-PEN15-JSO205-95002,VDF-PEN15-JSO205-95003,VDF-PEN15-JSO205-95001
