HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,TIPO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E381663,*U243,3098,(24/0-0-0-0 [0-0] ),,PP,12FO - 505m,JSO209,A,,,,,6 HPs,VDF-PEN15-JSO209-95015
