HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1
'E3803BE,*U139,3096,(24/0-0-0-0 [0-0] ),,PP,24FO - 200m,JSO209,A,,,,,10 HPs,VDF-PEN15-JSO209-95014,VDF-PEN15-JSO209-95017
