HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E37F1F9,*U140,3095,(24/0-0-0-0 [0-0] ),,PP,24FO - 40m,JSO209,A,,,,,11 HPs,VDF-PEN15-JSO209-95017
