HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E41D4F0,*U262,3102,(24/0-0-0-0 [0-0] ),,PP,144FO - 155m,JSO210,A,,,,,10 HPs,VDF-PEN15-JSO209-95007,VDF-PEN15-JSO209-95010,VDF-PEN15-JSO209-95011
