HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E37DFD7,*U138,3097,(24/0-0-0-0 [0-0] ),,PP,48FO - 105m,JSO209,A,,,,,9 HPs,VDF-PEN15-JSO209-95012,VDF-PEN15-JSO209-95015,VDF-PEN15-JSO209-95014
