HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E388D79,*U145,3103,(24/0-0-0-0 [0-0] ),,PP,12FO - 125m,JSO210,A,,,,,10 HPs,VDF-PEN15-JSO209-95011
