HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E3CD82A,*U195,3173,(24/0-0-0-0 [0-0] ),,PP,72FO - 330m,JSO214,A,,,,,12 HPs,VDF-PEN15-JSO214-95009,VDF-PEN15-JSO214-95014,VDF-PEN15-JSO214-95013
