HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,TIPO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E3D9752,*U200,3180,(24/0-0-0-0 [0-0] ),,PP,12 FO - 350m,JSO214,A,,,,,6 HPs,VDF-PEN15-JSO214-95003
