HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E372AEA,*U130,3087,(24/0-0-0-0 [0-0] ),,PP,48FO - 65m,JSO208,A,,,,,10 HPs,VDF-PEN15-JSO208-95006,VDF-PEN15-JSO208-95009,VDF-PEN15-JSO208-95010
