HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1
'E3696F4,*U121,3070,(24/0-0-0-0 [0-0] ),,PP,48FO - 135m,JSO206,A,,,,,11 HPs,VDF-PEN15-JSO206-95001,VDF-PEN15-JSO206-95005
