HANDLE,BLOCKNAME,JSO_PDO,CABO_CAP_COP,JSO,CABO_PRIMARIO,MODELO,MORADA,CONDUTA,FACHADA,AÉREO,C/A/F,CABO_PRI_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E2FFE93,*U42,JSO206,144FO - 400m,JSO206,VDF-PEN15-95003,,,,,,,VDF-PEN15-95012,VDF-PEN15-JSO206-95002,VDF-PEN15-JSO206-95001
