HANDLE,BLOCKNAME,JSO_PDO,CABO_CAP_COP,JSO,CABO_PRI_ENT,MODELO,MORADA,CONDUTA,FACHADA,AÉREO,C/A/F,CABO_SEC_SAI1,CABO_SEC_SAI2,CABO_SEC_SAI3,CABO_SEC_SAI4
'E39C4AE,*U157,JSO211,144FO - 975m,JSO211,VDF-PEN15-95008,,,,,,,VDF-PEN15-JSO211-95002,VDF-PEN15-JSO211-95004,VDF-PEN15-JSO211-95003,VDF-PEN15-JSO211-95001
