HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E3B0E9F,*U174,3137,(24/0-0-0-0 [0-0] ),,PP,48FO - 235m,JSO211,A,,,,,8 HPs,VDF-PEN15-JSO211-95014,VDF-PEN15-JSO211-95020,VDF-PEN15-JSO211-95021
