HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E3A8CA1,*U168,3132,(24/0-0-0-0 [0-0] ),,PP,48FO - 250m,JSO211,A,,,,,12 HPs,VDF-PEN15-JSO211-95010,VDF-PEN15-JSO211-95015,VDF-PEN15-JSO211-95016
