HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,TIPO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E3E4439,*U208,3154,(24/0-0-0-0 [0-0] ),,PP,48FO - 185m,JSO212,A,,,,,8 HPs,VDF_PEN15-JSO212-95002,VDF_PEN15-JSO212-95005,VDF_PEN15-JSO212-95006
