HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1,CABO_SEC_SAI2
'E3DF213,*U204,3145,(24/0-0-0-0 [0-0] ),,PP,72FO - 70m,JSO212,A,,,,,10 HPs,VDF_PEN15-JSO212-95007,VDF_PEN15-JSO212-95011,VDF_PEN15-JSO212-95012
