HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT
'E3DDDD6,*U203,3144,(24/0-0-0-0 [0-0] ),,PP,12FO - 350m,JSO212,A,,,,,8 HPs,VDF_PEN15-JSO212-95008
