HANDLE,BLOCKNAME,JFO_PDO,(CAP/N1-N2-N3-N4),FLB,PP_R,CABO_CAP_COP,JSO,MODELO,CABO_PRIMARIO,CONDUTA,FACHADA,AÉREO,HP,CABO_SEC_ENT,CABO_SEC_SAI1
'E3E6E37,*U210,3151,(24/0-0-0-0 [0-0] ),,PP,24FO - 240m,JSO212,A,,,,,6 HPs,VDF_PEN15-JSO212-95005,VDF_PEN15-JSO212-95010
